elo,elo_diff,move_count,acpl,cpl_std,opening_acpl,middlegame_acpl,endgame_acpl,best_move_rate,top3_rate,blunder_rate,mistake_rate,avg_entropy,avg_complexity,label
2321.0,110.0,27,100.3,201.7257,17.2,141.8,0.0,0.41,0.63,0.19,0.15,0.8484,12.4644,0
2056.0,-12.0,33,22.1,38.9597,23.8,21.4,0.0,0.48,0.85,0.0,0.15,0.9551,13.4778,0
2068.0,12.0,32,32.7,41.9064,16.4,39.1,0.0,0.5,0.69,0.0,0.28,0.9653,14.9735,0
2048.0,36.0,19,28.5,46.0294,13.3,45.3,0.0,0.37,0.84,0.0,0.16,0.9583,15.5096,0
2012.0,-36.0,18,38.5,55.0874,18.0,59.0,0.0,0.39,0.61,0.06,0.17,0.9441,14.448,0
1708.0,-204.0,17,40.3,46.9212,18.1,72.0,0.0,0.47,0.59,0.0,0.29,0.9568,15.2531,0
1912.0,204.0,16,10.2,13.8189,9.7,10.9,0.0,0.5,0.81,0.0,0.0,0.9627,15.5125,0
2251.0,-90.0,43,70.6,101.4458,61.2,53.7,271.0,0.3,0.47,0.07,0.4,0.9675,15.4488,0
2341.0,90.0,43,58.5,78.4357,10.2,53.8,202.2,0.26,0.51,0.02,0.37,0.9597,15.5439,0
1563.0,-244.0,9,153.8,320.5268,153.8,0.0,0.0,0.22,0.44,0.11,0.44,0.8446,12.9289,0
1807.0,244.0,9,91.4,111.333,91.4,0.0,0.0,0.22,0.33,0.11,0.44,0.9601,15.8504,0
2347.0,6.0,28,23.8,30.4615,22.2,24.6,0.0,0.36,0.75,0.0,0.21,0.9599,15.3674,0
2341.0,-6.0,27,43.8,92.8014,17.8,56.8,0.0,0.33,0.67,0.04,0.15,0.9223,13.7596,0
1756.0,4.0,32,75.1,114.9054,68.4,78.1,0.0,0.25,0.59,0.06,0.47,0.9606,14.9672,0
1752.0,-4.0,31,86.6,147.7064,71.8,92.7,0.0,0.29,0.55,0.13,0.26,0.9656,13.849,0
1887.0,-100.0,73,37.3,85.5464,16.9,20.1,59.1,0.34,0.79,0.04,0.11,0.9441,12.8211,0
1987.0,100.0,72,64.6,172.3929,6.9,16.5,124.2,0.36,0.69,0.1,0.12,0.9446,12.3113,0
1551.0,6.0,13,50.0,87.2926,25.1,133.0,0.0,0.08,0.46,0.08,0.15,0.9502,14.5458,0
1545.0,-6.0,12,82.7,129.4578,26.6,251.0,0.0,0.17,0.42,0.17,0.25,0.9526,15.3155,0
1696.0,149.0,35,78.6,96.7709,25.9,99.7,0.0,0.26,0.49,0.11,0.43,0.9657,15.5499,0
1547.0,-149.0,34,77.1,102.8877,27.0,95.1,0.0,0.35,0.56,0.12,0.32,0.959,15.1281,0
1850.0,-36.0,32,102.4,189.419,80.3,112.5,0.0,0.31,0.44,0.12,0.34,0.9199,12.7599,0
1886.0,36.0,32,75.9,182.4296,55.0,84.0,0.0,0.41,0.62,0.09,0.25,0.9674,14.8074,0
1560.0,-256.0,54,72.3,124.6057,29.9,71.2,104.9,0.24,0.57,0.09,0.3,0.9488,13.9033,0
1816.0,256.0,53,59.5,91.4706,26.2,90.3,14.8,0.45,0.68,0.08,0.28,0.9555,14.2338,0
1426.0,-52.0,58,60.4,134.7938,51.5,77.3,37.3,0.33,0.62,0.02,0.34,0.9572,15.107,0
1478.0,52.0,58,66.9,140.5648,31.8,93.2,41.9,0.38,0.66,0.07,0.29,0.9661,12.3754,0
1556.0,-19.0,35,84.5,178.3076,20.6,110.0,0.0,0.31,0.54,0.06,0.34,0.91,14.0412,0
1575.0,19.0,35,32.2,44.0811,7.1,40.8,0.0,0.37,0.71,0.0,0.31,0.9602,15.3825,0
1719.0,-51.0,34,58.3,73.3333,15.7,76.0,0.0,0.41,0.62,0.06,0.35,0.9664,14.9424,0
1770.0,51.0,33,108.7,192.7046,16.3,143.4,0.0,0.27,0.55,0.18,0.24,0.9692,15.4934,0
1735.0,9.0,34,99.2,191.0625,7.0,137.6,0.0,0.38,0.71,0.18,0.24,0.9718,15.4745,0
1726.0,-9.0,34,167.1,288.7205,15.1,221.8,0.0,0.24,0.62,0.24,0.24,0.9627,15.2852,0
1574.0,-58.0,47,84.6,169.8124,111.8,55.9,168.7,0.38,0.72,0.11,0.28,0.945,13.3036,0
1632.0,58.0,46,95.4,201.6913,73.3,80.8,186.6,0.52,0.74,0.11,0.22,0.8954,12.7897,0
849.0,-58.0,34,42.8,58.5835,44.3,42.2,0.0,0.35,0.56,0.03,0.24,0.9566,14.0238,0
907.0,58.0,34,19.2,24.7257,11.4,22.0,0.0,0.38,0.74,0.0,0.09,0.9603,14.798,0
1488.0,6.0,55,45.1,68.6722,13.5,52.8,50.6,0.29,0.55,0.04,0.2,0.9557,13.5274,0
1482.0,-6.0,55,46.2,136.7508,10.3,35.9,85.9,0.38,0.71,0.02,0.2,0.9493,14.1807,0
1406.0,-45.0,29,55.0,70.1565,21.1,72.8,0.0,0.38,0.55,0.03,0.34,0.9583,14.5721,0
1451.0,45.0,28,93.1,200.5542,29.3,123.3,0.0,0.39,0.57,0.11,0.29,0.9639,14.8945,0
1834.0,-124.0,24,51.5,88.7875,23.2,71.8,0.0,0.29,0.42,0.08,0.12,0.9554,14.96,0
1958.0,124.0,23,84.4,209.075,18.9,126.6,0.0,0.3,0.65,0.09,0.17,0.9607,15.4838,0
1756.0,-118.0,8,44.6,47.2801,44.6,0.0,0.0,0.25,0.75,0.0,0.38,0.9561,15.1778,0
1874.0,118.0,8,11.5,16.0089,11.5,0.0,0.0,0.75,1.0,0.0,0.0,0.9561,15.1298,0
1865.0,14.0,47,51.9,60.6267,27.5,61.9,43.9,0.28,0.6,0.04,0.3,0.9499,14.5585,0
1851.0,-14.0,46,53.1,80.4819,24.0,47.2,115.9,0.28,0.63,0.07,0.28,0.9449,14.3528,0
2056.0,98.0,40,73.4,128.8692,34.5,86.4,0.0,0.28,0.47,0.07,0.4,0.9454,14.2375,0
1958.0,-98.0,39,44.8,84.5926,29.8,49.3,0.0,0.41,0.72,0.05,0.21,0.9679,13.4386,0
1510.0,-45.0,41,45.3,52.6918,35.8,50.0,0.0,0.27,0.56,0.02,0.34,0.9522,14.3227,0
1555.0,45.0,40,55.9,139.3554,23.3,65.8,51.0,0.38,0.62,0.03,0.25,0.9667,14.8126,0
2718.0,-149.0,51,35.8,52.3433,17.7,37.8,47.0,0.41,0.75,0.02,0.22,0.9282,11.8413,0
2867.0,149.0,51,26.5,72.2461,17.7,14.4,63.1,0.53,0.76,0.02,0.06,0.9595,13.7615,0
1404.0,58.0,30,43.6,57.4569,34.9,47.9,0.0,0.47,0.73,0.03,0.37,0.9626,15.5741,0
1346.0,-58.0,29,96.8,193.8718,77.8,105.4,0.0,0.31,0.62,0.14,0.24,0.959,14.4818,0
1700.0,75.0,42,114.1,182.2931,35.2,145.5,39.0,0.26,0.6,0.19,0.24,0.9552,15.0242,0
1625.0,-75.0,42,118.8,183.2114,49.4,143.9,76.3,0.29,0.48,0.24,0.17,0.9547,14.7117,0
2125.0,-14.0,36,92.0,179.6821,18.3,120.3,0.0,0.33,0.69,0.11,0.31,0.9694,14.71,0
2139.0,14.0,36,32.2,69.0109,20.8,36.0,0.0,0.44,0.78,0.06,0.11,0.9585,15.0173,0
1786.0,26.0,38,30.8,43.9647,42.0,26.9,0.0,0.39,0.74,0.0,0.24,0.9274,13.9416,0
1760.0,-26.0,37,68.1,169.1809,45.9,75.2,0.0,0.38,0.54,0.05,0.27,0.9676,14.108,0
2027.0,-45.0,37,93.3,178.6548,75.9,99.7,0.0,0.41,0.62,0.08,0.35,0.9351,13.3955,0
2072.0,45.0,37,66.0,165.2294,28.3,78.1,0.0,0.41,0.76,0.03,0.3,0.9665,15.3356,0
1365.0,75.0,9,46.4,86.5045,46.4,0.0,0.0,0.56,0.89,0.11,0.11,0.9509,14.4379,0
1290.0,-75.0,8,83.0,134.3769,83.0,0.0,0.0,0.38,0.62,0.25,0.0,0.957,14.0649,0
1746.0,-56.0,39,116.0,263.3729,24.7,147.4,0.0,0.26,0.54,0.1,0.28,0.9309,13.9576,0
1802.0,56.0,39,71.3,175.5374,21.4,86.3,0.0,0.38,0.69,0.1,0.1,0.9541,14.5944,0
1612.0,41.0,42,42.1,53.8049,13.1,47.3,109.0,0.38,0.55,0.05,0.21,0.9528,13.1708,0
1571.0,-41.0,42,43.2,68.7953,9.4,47.1,105.3,0.43,0.71,0.05,0.24,0.942,13.057,0
951.0,-43.0,44,132.7,270.8384,46.8,79.6,745.8,0.36,0.57,0.11,0.36,0.9652,13.9564,0
994.0,43.0,44,96.3,216.9617,82.0,82.6,204.4,0.41,0.7,0.11,0.27,0.9608,11.7214,0
1821.0,3.0,40,58.2,88.7547,25.0,69.3,0.0,0.3,0.6,0.12,0.17,0.9583,14.1908,0
1818.0,-3.0,39,73.6,129.478,16.0,90.9,0.0,0.33,0.56,0.13,0.21,0.9507,13.8765,0
2073.0,-76.0,36,106.0,208.8098,74.4,118.1,0.0,0.22,0.42,0.14,0.17,0.9648,15.7799,0
2149.0,76.0,36,79.1,129.9015,87.1,76.5,0.0,0.33,0.53,0.14,0.22,0.9607,14.5869,0
1616.0,28.0,60,64.0,182.9012,17.9,36.7,128.0,0.42,0.7,0.07,0.15,0.9426,12.86,0
1588.0,-28.0,59,72.2,185.3693,14.2,46.7,136.7,0.32,0.56,0.07,0.2,0.9525,12.8349,0
1515.0,12.0,26,46.5,60.4518,27.8,58.1,0.0,0.38,0.73,0.04,0.27,0.961,14.7593,0
1503.0,-12.0,25,74.5,137.8744,70.4,76.8,0.0,0.36,0.64,0.12,0.16,0.9547,15.2425,0
1840.0,-4.0,28,30.3,46.9137,17.2,37.6,0.0,0.46,0.82,0.04,0.14,0.9567,15.0142,0
1844.0,4.0,27,71.3,197.943,23.0,95.4,0.0,0.19,0.59,0.07,0.15,0.9655,14.0903,0
2200.0,24.0,11,35.6,68.8117,39.2,0.0,0.0,0.55,0.82,0.0,0.18,0.9578,15.7367,0
2176.0,-24.0,10,106.5,314.213,118.3,0.0,0.0,0.6,0.9,0.1,0.0,0.7195,8.6999,0
1464.0,-2.0,12,78.6,99.5266,40.3,270.0,0.0,0.08,0.17,0.17,0.33,0.9518,14.5813,0
1466.0,2.0,11,26.1,20.2951,25.9,27.0,0.0,0.36,0.73,0.0,0.18,0.9543,14.4892,0
2101.0,50.0,41,25.3,27.3215,25.3,26.1,0.0,0.44,0.68,0.0,0.2,0.9762,15.1408,0
2051.0,-50.0,40,89.2,220.6403,11.3,115.5,0.0,0.4,0.62,0.07,0.25,0.9428,14.1618,0
1084.0,27.0,26,59.6,70.9761,32.9,76.3,0.0,0.23,0.46,0.08,0.27,0.9538,14.6649,0
1057.0,-27.0,25,96.9,194.2924,45.1,126.0,0.0,0.28,0.48,0.04,0.44,0.9543,13.3421,0
1665.0,112.0,57,89.4,216.2459,30.6,114.8,79.3,0.26,0.47,0.11,0.19,0.9762,14.602,0
1553.0,-112.0,56,97.9,234.8639,28.4,107.2,118.4,0.29,0.7,0.16,0.09,0.9107,9.6734,0
1932.0,41.0,40,62.1,77.9503,32.5,72.0,0.0,0.17,0.53,0.03,0.33,0.9639,15.0551,0
1891.0,-41.0,40,44.5,52.2327,22.2,52.7,0.0,0.33,0.57,0.03,0.35,0.9659,15.5794,0
1758.0,9.0,31,82.3,187.2382,45.7,99.7,0.0,0.32,0.68,0.1,0.26,0.9624,15.0139,0
1749.0,-9.0,31,111.4,210.3972,93.0,118.9,0.0,0.39,0.71,0.16,0.16,0.9325,10.5395,0
1899.0,-3.0,38,53.7,164.5819,13.4,68.1,0.0,0.58,0.76,0.05,0.13,0.9662,15.4228,0
1902.0,3.0,37,110.6,238.1616,23.6,138.6,0.0,0.38,0.59,0.11,0.24,0.8602,11.5093,0
1928.0,69.0,41,100.6,216.9222,29.0,94.5,1000.0,0.22,0.46,0.12,0.27,0.9695,14.8872,0
1859.0,-69.0,41,59.1,155.6799,24.4,40.2,500.0,0.39,0.61,0.02,0.27,0.9602,15.1731,0
1953.0,16.0,39,54.8,97.0315,43.1,58.8,0.0,0.36,0.59,0.05,0.23,0.9582,14.7884,0
1937.0,-16.0,39,63.0,160.832,37.2,70.7,0.0,0.33,0.64,0.08,0.13,0.9583,14.8396,0
1627.0,-26.0,15,102.5,134.8024,77.1,153.4,0.0,0.2,0.53,0.2,0.2,0.9493,14.1573,0
1653.0,26.0,15,33.3,43.0921,36.9,27.8,0.0,0.47,0.73,0.0,0.2,0.9633,16.1272,0
1909.0,9.0,18,14.3,12.9161,15.6,12.8,0.0,0.33,0.39,0.0,0.0,0.9617,15.6432,0
1900.0,-9.0,17,48.7,148.2358,15.2,86.4,0.0,0.41,0.71,0.06,0.0,0.9471,14.6501,0
1765.0,-4.0,24,56.0,121.8802,42.8,65.4,0.0,0.42,0.62,0.04,0.25,0.9606,14.9896,0
1769.0,4.0,24,83.7,161.4132,31.4,115.0,0.0,0.42,0.62,0.12,0.21,0.96,15.5281,0
1014.0,69.0,35,52.3,123.8587,31.4,60.6,0.0,0.43,0.66,0.06,0.17,0.965,14.9344,0
945.0,-69.0,34,88.5,225.0623,28.3,110.1,0.0,0.38,0.59,0.09,0.18,0.9316,14.3163,0
2010.0,-35.0,25,36.2,41.8227,32.2,38.8,0.0,0.48,0.68,0.0,0.28,0.9609,13.3838,0
2045.0,35.0,25,58.0,64.4231,62.2,55.6,0.0,0.28,0.44,0.08,0.32,0.8758,13.2373,0
2405.0,22.0,31,63.3,182.5396,21.4,83.3,0.0,0.52,0.77,0.03,0.19,0.9696,15.8235,0
2383.0,-22.0,30,112.9,246.295,33.3,147.0,0.0,0.33,0.5,0.07,0.37,0.8898,13.3346,0
1070.0,47.0,34,41.3,80.9911,43.7,40.3,0.0,0.32,0.68,0.06,0.18,0.964,15.7302,0
1023.0,-47.0,33,109.2,246.4611,74.1,122.3,0.0,0.48,0.61,0.12,0.24,0.8071,12.1519,0
2238.0,-9.0,22,40.0,52.5198,17.3,58.8,0.0,0.14,0.73,0.0,0.27,0.9607,14.8578,0
2247.0,9.0,21,20.0,34.0786,5.8,30.6,0.0,0.48,0.67,0.0,0.14,0.9627,15.3901,0
1639.0,-25.0,12,54.4,108.0904,65.3,0.0,0.0,0.67,0.83,0.17,0.08,0.9573,14.6138,0
1664.0,25.0,11,190.6,300.1997,121.9,500.0,0.0,0.09,0.27,0.27,0.36,0.8686,13.3767,0
1627.0,-10.0,23,36.8,56.0827,4.3,61.8,0.0,0.39,0.65,0.0,0.26,0.9616,15.6183,0
1637.0,10.0,22,65.5,209.9748,16.1,99.8,0.0,0.41,0.73,0.05,0.18,0.9649,15.2649,0
1099.0,95.0,24,110.7,228.6869,35.5,164.4,0.0,0.25,0.46,0.08,0.29,0.9661,15.8026,0
1004.0,-95.0,24,84.2,184.36,26.7,118.7,0.0,0.46,0.67,0.12,0.21,0.9546,15.0638,0
2839.0,-5.0,41,63.7,155.6493,36.5,41.6,1000.0,0.39,0.63,0.02,0.32,0.9522,13.0117,0
2844.0,5.0,41,26.8,32.4491,42.3,24.0,0.0,0.59,0.73,0.0,0.24,0.9623,15.5,0
1567.0,7.0,26,68.2,97.0692,29.5,92.4,0.0,0.31,0.62,0.12,0.35,0.9528,15.2485,0
1560.0,-7.0,25,90.5,133.6813,7.0,137.4,0.0,0.32,0.56,0.2,0.28,0.9555,14.276,0
1244.0,49.0,49,95.3,159.6521,42.4,89.9,172.1,0.29,0.41,0.12,0.35,0.916,12.2514,0
1195.0,-49.0,49,58.1,146.8595,37.2,46.6,111.4,0.33,0.63,0.04,0.24,0.9598,15.541,0
1918.0,5.0,15,99.2,256.6552,27.8,242.0,0.0,0.53,0.73,0.13,0.2,0.8774,12.8073,0
1913.0,-5.0,15,30.6,37.1249,31.7,29.0,0.0,0.27,0.87,0.0,0.13,0.9535,14.9645,0
1271.0,27.0,9,114.7,182.9317,114.7,0.0,0.0,0.44,0.56,0.22,0.22,0.9532,14.1892,0
1244.0,-27.0,9,40.4,44.8752,40.4,0.0,0.0,0.22,0.56,0.0,0.22,0.9571,15.6943,0
2295.0,96.0,33,18.8,47.0572,8.3,23.3,0.0,0.55,0.85,0.03,0.03,0.9375,15.3212,0
2199.0,-96.0,32,80.2,181.1907,9.3,108.0,0.0,0.31,0.62,0.12,0.25,0.9625,14.5082,0
1911.0,-8.0,31,72.5,126.2128,7.7,103.4,0.0,0.45,0.74,0.13,0.16,0.9605,15.4747,0
1919.0,8.0,30,105.7,209.2785,19.3,142.7,0.0,0.2,0.5,0.13,0.27,0.9639,14.2822,0
1428.0,-9.0,19,96.7,114.7455,109.5,82.6,0.0,0.42,0.53,0.21,0.26,0.958,14.8963,0
1437.0,9.0,19,133.5,117.031,85.3,176.9,0.0,0.11,0.37,0.32,0.42,0.9601,15.4231,0
1544.0,13.0,43,45.8,55.6318,24.1,54.5,31.0,0.21,0.63,0.02,0.33,0.9681,14.8596,0
1531.0,-13.0,42,81.2,159.1246,44.6,66.0,342.3,0.21,0.48,0.1,0.29,0.9689,13.8159,0
2137.0,-61.0,64,91.9,179.492,70.8,47.5,156.1,0.39,0.75,0.14,0.27,0.9625,12.1565,0
2198.0,61.0,64,115.1,227.9865,87.6,74.2,174.0,0.47,0.73,0.16,0.23,0.9412,12.2453,0
2566.0,12.0,30,39.1,55.7915,29.4,43.9,0.0,0.33,0.77,0.03,0.23,0.957,14.8506,0
2554.0,-12.0,30,87.8,193.2134,31.4,112.0,0.0,0.33,0.7,0.07,0.3,0.966,15.4616,0
1162.0,8.0,28,74.2,190.379,39.3,93.6,0.0,0.39,0.61,0.07,0.21,0.9609,14.8427,0
1154.0,-8.0,27,129.9,270.2285,35.8,176.9,0.0,0.3,0.59,0.11,0.22,0.945,13.7466,0
1221.0,-29.0,37,97.1,223.3664,68.2,107.7,0.0,0.24,0.49,0.05,0.38,0.9572,14.9631,0
1250.0,29.0,36,104.4,168.7519,99.9,105.9,0.0,0.17,0.36,0.06,0.53,0.8847,11.7599,0
2258.0,93.0,27,26.1,31.5496,22.3,28.3,0.0,0.41,0.74,0.0,0.22,0.9606,15.3097,0
2165.0,-93.0,26,55.7,101.1774,58.4,54.2,0.0,0.5,0.65,0.08,0.23,0.8807,12.0241,0
1003.0,22.0,20,31.1,39.7808,23.1,39.1,0.0,0.45,0.6,0.0,0.35,0.9596,15.8793,0
981.0,-22.0,19,75.1,95.1977,29.8,115.8,0.0,0.21,0.32,0.11,0.26,0.9623,14.6153,0
1904.0,30.0,22,24.5,25.0309,26.0,23.2,0.0,0.5,0.64,0.0,0.18,0.9611,15.8944,0
1874.0,-30.0,22,50.9,132.3656,10.7,78.8,0.0,0.23,0.73,0.05,0.09,0.956,13.5853,0
1656.0,40.0,19,17.4,24.6762,11.4,24.0,0.0,0.53,0.79,0.0,0.05,0.9588,15.3069,0
1616.0,-40.0,18,44.4,72.6225,16.8,72.1,0.0,0.22,0.72,0.06,0.28,0.9606,15.682,0
1969.0,0.0,31,79.2,181.7341,22.0,106.4,0.0,0.42,0.77,0.06,0.29,0.962,15.4135,0
1969.0,0.0,30,106.7,251.5899,32.8,138.4,0.0,0.47,0.6,0.1,0.2,0.8988,12.5403,0
1742.0,-11.0,38,40.4,61.5167,13.1,50.2,0.0,0.37,0.61,0.03,0.24,0.9666,15.2038,0
1753.0,11.0,37,80.1,190.8289,8.3,103.1,0.0,0.35,0.57,0.08,0.3,0.9657,14.5929,0
1623.0,-27.0,45,35.5,42.1931,23.0,45.1,2.4,0.42,0.62,0.0,0.27,0.9443,12.7577,0
1650.0,27.0,44,56.6,81.9748,25.6,60.3,90.4,0.34,0.61,0.05,0.27,0.9564,13.072,0
1204.0,40.0,33,104.0,184.5041,26.7,137.6,0.0,0.36,0.58,0.12,0.33,0.9643,15.025,0
1164.0,-40.0,32,139.7,267.0317,75.3,164.8,0.0,0.44,0.66,0.22,0.16,0.8943,13.1233,0
1188.0,-58.0,11,40.5,65.2187,25.7,189.0,0.0,0.55,0.64,0.0,0.18,0.9516,15.0689,0
1246.0,58.0,10,58.0,77.1578,58.2,56.0,0.0,0.3,0.7,0.1,0.3,0.9523,14.6929,0
2197.0,8.0,31,89.2,246.6965,19.0,122.6,0.0,0.42,0.74,0.06,0.16,0.9639,15.4964,0
2189.0,-8.0,30,64.0,189.2528,26.8,80.0,0.0,0.53,0.77,0.07,0.1,0.8303,12.3368,0
1560.0,-28.0,27,58.4,100.7611,23.4,79.0,0.0,0.52,0.74,0.11,0.19,0.9682,15.6992,0
1588.0,28.0,26,133.8,278.8003,44.6,181.1,0.0,0.42,0.69,0.12,0.27,0.9225,12.3605,0
853.0,45.0,23,169.8,290.0053,107.8,217.5,0.0,0.3,0.61,0.17,0.43,0.9473,14.3696,0
808.0,-45.0,23,162.5,284.1205,44.8,238.1,0.0,0.22,0.52,0.17,0.35,0.9683,15.9768,0
1916.0,70.0,64,38.6,76.5568,24.3,59.2,18.8,0.44,0.72,0.05,0.14,0.9461,12.6753,0
1846.0,-70.0,63,57.9,138.4785,21.4,65.5,62.0,0.44,0.63,0.06,0.21,0.9362,12.0358,0
1429.0,-134.0,32,92.0,166.613,17.6,125.8,0.0,0.41,0.62,0.19,0.19,0.9509,13.5099,0
1563.0,134.0,31,66.1,195.6845,7.3,90.1,0.0,0.61,0.74,0.1,0.06,0.9263,14.0908,0
2034.0,8.0,47,70.4,143.0405,71.4,85.1,6.3,0.4,0.62,0.09,0.23,0.9706,13.4513,0
2026.0,-8.0,46,70.8,147.5911,69.1,86.2,6.6,0.41,0.72,0.09,0.15,0.971,14.9023,0
2625.0,42.0,38,53.5,88.0506,24.8,63.8,0.0,0.45,0.71,0.05,0.29,0.9177,12.8568,0
2583.0,-42.0,38,29.5,31.6038,42.3,25.6,0.0,0.45,0.74,0.0,0.24,0.9591,14.5948,0
1651.0,25.0,27,28.3,36.0754,24.4,30.5,0.0,0.59,0.67,0.0,0.19,0.9634,15.4536,0
1626.0,-25.0,26,51.9,77.1245,30.8,63.1,0.0,0.19,0.38,0.04,0.23,0.9587,14.5235,0
2073.0,98.0,8,131.4,100.3593,131.4,0.0,0.0,0.0,0.12,0.25,0.62,0.9458,12.9741,0
1975.0,-98.0,8,46.8,64.9214,46.8,0.0,0.0,0.25,0.38,0.0,0.25,0.9553,14.7705,0
1354.0,-11.0,21,23.3,36.8678,12.0,33.6,0.0,0.38,0.76,0.0,0.14,0.9575,14.9296,0
1365.0,11.0,20,58.9,120.168,9.1,99.5,0.0,0.35,0.65,0.1,0.2,0.9569,14.8951,0
1729.0,-2.0,82,24.4,46.8526,32.3,29.9,18.6,0.35,0.67,0.01,0.16,0.9654,12.209,0
1731.0,2.0,82,16.5,43.11,28.6,30.9,3.9,0.46,0.8,0.01,0.07,0.9448,11.839,0
1625.0,37.0,43,50.3,83.8351,61.8,46.5,50.3,0.37,0.7,0.07,0.19,0.9456,13.0404,0
1588.0,-37.0,43,40.7,68.8892,25.1,49.4,10.8,0.58,0.72,0.02,0.23,0.9592,13.9092,0
1192.0,-32.0,41,107.8,198.8808,27.6,138.1,0.0,0.34,0.59,0.12,0.32,0.9325,13.32,0
1224.0,32.0,41,63.1,146.7328,20.0,80.3,0.0,0.37,0.73,0.07,0.15,0.9622,15.0125,0
754.0,-58.0,38,113.4,234.39,88.1,122.4,0.0,0.34,0.55,0.08,0.39,0.963,13.799,0
812.0,58.0,37,140.8,255.2272,89.6,157.3,0.0,0.32,0.59,0.16,0.27,0.9033,13.5243,0
1543.0,-52.0,31,63.9,95.1355,51.6,69.8,0.0,0.42,0.61,0.1,0.23,0.9569,14.3048,0
1595.0,52.0,31,52.7,103.7574,37.9,58.8,0.0,0.52,0.77,0.1,0.16,0.9514,14.5439,0
1932.0,28.0,37,60.7,162.115,17.3,76.7,0.0,0.43,0.65,0.03,0.24,0.9666,14.4333,0
1904.0,-28.0,37,46.5,83.2935,16.7,56.1,0.0,0.38,0.76,0.08,0.19,0.9605,15.3885,0
2393.0,-18.0,41,82.8,130.5138,21.2,105.7,14.0,0.22,0.56,0.15,0.17,0.9473,14.3563,0
2411.0,18.0,40,66.6,130.1379,32.8,79.0,0.0,0.5,0.72,0.07,0.23,0.9405,12.3847,0
1606.0,-3.0,60,112.5,222.7599,115.1,72.1,171.8,0.3,0.58,0.12,0.32,0.9663,14.2058,0
1609.0,3.0,59,86.1,184.4199,76.3,77.8,102.9,0.25,0.51,0.08,0.27,0.9563,13.0614,0
1285.0,30.0,39,27.6,71.8777,13.1,32.6,0.0,0.46,0.67,0.05,0.03,0.9136,13.0538,0
1255.0,-30.0,39,27.2,87.4713,5.2,33.8,0.0,0.49,0.69,0.05,0.03,0.8757,12.1903,0
2147.0,60.0,35,66.4,76.916,22.9,83.8,0.0,0.23,0.66,0.06,0.4,0.9693,15.2822,0
2087.0,-60.0,34,74.6,69.2251,31.2,90.3,0.0,0.29,0.5,0.03,0.44,0.9657,15.2279,0
1412.0,9.0,32,189.4,341.1652,11.6,270.2,0.0,0.25,0.5,0.19,0.22,0.9652,13.8316,0
1403.0,-9.0,32,126.6,290.5482,18.6,168.8,0.0,0.25,0.56,0.12,0.12,0.9584,14.1942,0
1514.0,19.0,29,48.7,54.3509,64.7,40.2,0.0,0.31,0.69,0.0,0.34,0.9652,14.4078,0
1495.0,-19.0,28,68.6,124.9653,62.3,71.6,0.0,0.29,0.32,0.04,0.43,0.9618,15.4486,0
2085.0,-24.0,30,54.1,97.3884,25.7,68.3,0.0,0.5,0.77,0.1,0.13,0.96,13.848,0
2109.0,24.0,29,71.2,188.9298,14.0,97.0,0.0,0.41,0.69,0.07,0.14,0.9644,15.7356,0
1058.0,-281.0,19,80.2,178.113,11.3,156.7,0.0,0.37,0.63,0.11,0.26,0.9512,14.9523,0
1339.0,281.0,19,22.3,27.5113,10.1,33.2,0.0,0.42,0.68,0.0,0.16,0.9561,14.4583,0
1646.0,-9.0,22,24.1,29.4261,22.9,25.1,0.0,0.27,0.68,0.0,0.18,0.9643,16.0567,0
1655.0,9.0,21,55.3,135.963,13.1,87.0,0.0,0.43,0.81,0.05,0.14,0.9585,14.9467,0
1027.0,31.0,26,36.5,52.3215,53.1,26.1,0.0,0.38,0.77,0.04,0.23,0.9154,14.6311,0
996.0,-31.0,25,110.8,206.6279,85.7,124.9,0.0,0.32,0.48,0.12,0.4,0.9653,12.941,0
1855.0,-14.0,85,26.7,62.3678,10.1,53.1,12.7,0.4,0.72,0.04,0.09,0.9642,12.9031,0
1869.0,14.0,84,50.0,125.6026,29.7,45.1,57.2,0.38,0.63,0.06,0.12,0.9389,12.5119,0
1922.0,4.0,63,45.8,134.6504,23.9,42.2,60.1,0.43,0.68,0.03,0.21,0.9522,14.0918,0
1918.0,-4.0,62,44.9,108.5925,24.7,26.6,76.8,0.31,0.63,0.05,0.21,0.9605,12.062,0
2128.0,21.0,20,81.8,222.1751,12.4,151.1,0.0,0.35,0.55,0.05,0.15,0.9545,14.4278,0
2107.0,-21.0,20,18.1,40.3502,16.8,19.3,0.0,0.45,0.65,0.0,0.05,0.9569,16.0323,0
2068.0,19.0,20,50.2,83.9974,25.6,74.9,0.0,0.4,0.6,0.1,0.2,0.9559,12.576,0
2049.0,-19.0,19,21.5,44.8954,31.3,12.6,0.0,0.53,0.79,0.0,0.11,0.9585,15.2085,0
1543.0,-26.0,29,95.9,214.1987,18.0,136.9,0.0,0.38,0.62,0.14,0.14,0.958,14.7296,0
1569.0,26.0,29,80.4,185.7738,20.7,107.2,0.0,0.41,0.69,0.07,0.31,0.9269,13.9277,0
2021.0,86.0,48,41.4,60.6621,33.4,34.7,76.1,0.42,0.67,0.02,0.27,0.9142,13.0068,0
1935.0,-86.0,47,53.2,80.6962,30.0,41.8,122.0,0.36,0.6,0.04,0.3,0.9195,12.9666,0
