elo,elo_diff,move_count,acpl,cpl_std,opening_acpl,middlegame_acpl,endgame_acpl,best_move_rate,top3_rate,blunder_rate,mistake_rate,avg_entropy,avg_complexity,label
1807.0,-6.0,55,39.9,142.1507,22.5,19.5,92.4,0.45,0.78,0.05,0.09,0.9497,14.1214,0
1813.0,6.0,54,69.8,205.524,10.8,81.0,83.0,0.48,0.85,0.09,0.06,0.8381,9.6663,0
1888.0,55.0,62,93.5,196.8056,109.6,36.4,164.0,0.44,0.6,0.13,0.27,0.9218,11.9494,0
1833.0,-55.0,62,43.0,74.6222,86.6,44.8,23.5,0.39,0.68,0.06,0.21,0.9645,14.5906,0
1791.0,9.0,30,93.2,188.4562,71.9,103.8,0.0,0.43,0.7,0.1,0.3,0.8974,10.1405,0
1782.0,-9.0,30,22.4,48.05,44.7,12.9,0.0,0.53,0.93,0.0,0.1,0.9564,15.6162,1
1963.0,112.0,37,72.9,187.6752,12.3,95.4,0.0,0.35,0.7,0.08,0.14,0.928,13.9792,0
1851.0,-112.0,37,39.8,163.7679,13.9,48.1,0.0,0.49,0.78,0.03,0.05,0.9638,14.7363,1
1630.0,-48.0,36,29.5,59.0237,32.4,28.3,0.0,0.56,0.72,0.03,0.17,0.9579,15.1919,1
1678.0,48.0,35,80.7,177.3532,24.1,100.3,0.0,0.29,0.66,0.11,0.2,0.8419,12.3338,0
1764.0,34.0,23,66.1,104.0735,37.7,88.0,0.0,0.3,0.7,0.09,0.35,0.8941,12.5293,0
1730.0,-34.0,23,27.7,40.917,49.0,14.1,0.0,0.48,0.87,0.0,0.09,0.9654,16.0484,1
1867.0,-35.0,34,98.4,183.9232,77.7,107.0,0.0,0.26,0.53,0.12,0.35,0.951,14.6384,0
1902.0,35.0,34,54.9,111.4771,148.3,21.3,0.0,0.68,0.79,0.09,0.18,0.9562,13.2562,1
1755.0,-29.0,46,62.7,98.3373,29.7,33.4,263.8,0.35,0.57,0.13,0.13,0.9422,13.8334,0
1784.0,29.0,46,79.1,131.4896,27.4,46.5,285.4,0.35,0.61,0.13,0.2,0.9598,12.4901,0
2016.0,63.0,57,47.3,116.2792,13.2,63.8,38.1,0.44,0.77,0.07,0.14,0.95,13.5439,1
1953.0,-63.0,56,80.0,176.9294,5.8,86.5,107.9,0.36,0.68,0.11,0.21,0.9235,11.278,0
1890.0,11.0,75,19.2,47.4706,14.7,26.4,14.4,0.47,0.71,0.01,0.08,0.9661,14.4589,1
1879.0,-11.0,74,52.1,129.3725,48.9,33.3,68.9,0.38,0.78,0.05,0.16,0.9602,11.6494,1
2104.0,117.0,24,18.0,22.7797,25.4,12.6,0.0,0.5,0.79,0.0,0.12,0.9639,15.4476,1
1987.0,-117.0,23,71.4,152.9548,40.3,91.4,0.0,0.35,0.65,0.09,0.17,0.9617,13.17,0
1427.0,-23.0,44,23.9,32.3593,43.1,19.6,7.8,0.5,0.8,0.0,0.16,0.9604,14.4581,1
1450.0,23.0,43,37.0,63.663,77.4,28.8,7.0,0.42,0.79,0.02,0.16,0.9017,11.3389,0
1074.0,-79.0,47,59.9,158.6713,17.5,53.9,146.1,0.4,0.77,0.09,0.11,0.9132,13.3224,1
1153.0,79.0,46,99.9,225.931,24.3,69.9,325.7,0.37,0.7,0.11,0.22,0.9217,12.8567,1
1564.0,8.0,36,60.0,72.4005,56.8,61.2,0.0,0.42,0.53,0.06,0.31,0.9347,12.745,0
1556.0,-8.0,36,55.8,172.1929,32.4,63.6,0.0,0.44,0.72,0.06,0.11,0.9623,15.2547,1
2084.0,162.0,33,40.6,67.8149,80.7,23.2,0.0,0.27,0.61,0.06,0.18,0.9647,15.4312,1
1922.0,-162.0,32,67.6,162.354,59.8,70.7,0.0,0.31,0.62,0.03,0.28,0.9296,11.8918,1
1951.0,-39.0,79,90.8,159.9883,51.5,57.7,126.3,0.43,0.75,0.14,0.24,0.9643,13.1719,0
1990.0,39.0,78,104.5,206.1129,34.3,94.6,128.3,0.36,0.64,0.14,0.22,0.9436,13.2186,0
1833.0,-6.0,36,70.1,176.3549,21.0,89.0,0.0,0.39,0.61,0.06,0.19,0.9156,13.7519,1
1839.0,6.0,36,18.4,48.4829,7.8,21.9,0.0,0.64,0.89,0.03,0.08,0.9624,15.5882,1
1975.0,19.0,58,18.4,37.3884,5.6,19.5,23.7,0.59,0.84,0.0,0.07,0.9701,14.2423,1
1956.0,-19.0,58,16.4,34.0619,19.1,15.5,16.7,0.67,0.86,0.0,0.1,0.9505,12.6583,1
1951.0,45.0,51,92.5,166.6267,41.3,82.5,166.5,0.27,0.61,0.12,0.25,0.9536,13.0361,0
1906.0,-45.0,51,55.5,116.4595,59.1,47.1,74.0,0.45,0.78,0.1,0.1,0.9483,13.6456,1
1849.0,32.0,22,81.8,211.3929,12.1,139.8,0.0,0.36,0.64,0.05,0.23,0.957,14.2536,0
1817.0,-32.0,22,6.7,12.8966,5.3,7.6,0.0,0.68,0.91,0.0,0.05,0.913,13.8376,1
1580.0,30.0,58,38.5,76.6876,21.3,41.9,42.4,0.36,0.62,0.03,0.19,0.9724,13.7193,0
1550.0,-30.0,58,31.5,62.5247,20.0,46.6,13.1,0.57,0.76,0.03,0.12,0.9262,11.7773,1
1801.0,0.0,35,63.2,172.8807,49.0,68.9,0.0,0.34,0.63,0.06,0.14,0.8847,12.7636,0
1801.0,0.0,35,11.5,15.211,19.7,8.6,0.0,0.57,0.83,0.0,0.03,0.9676,14.9396,1
1704.0,174.0,67,59.6,141.5815,31.5,21.4,112.4,0.46,0.7,0.12,0.13,0.9548,13.1989,1
1530.0,-174.0,66,62.6,141.5459,27.1,31.6,108.8,0.42,0.74,0.09,0.15,0.9481,11.992,0
1465.0,50.0,48,48.1,145.6296,33.8,60.5,19.5,0.35,0.67,0.02,0.12,0.9688,15.3477,1
1415.0,-50.0,47,97.1,216.0574,10.1,91.2,217.4,0.43,0.64,0.13,0.15,0.9227,12.9564,0
1140.0,-13.0,50,65.7,174.5087,36.9,53.8,130.2,0.48,0.72,0.1,0.1,0.9294,13.4964,1
1153.0,13.0,50,23.1,40.512,27.1,28.7,4.5,0.5,0.72,0.0,0.14,0.9723,14.5217,1
1821.0,22.0,17,60.3,94.6598,95.9,9.4,0.0,0.47,0.65,0.06,0.29,0.9588,14.876,1
1799.0,-22.0,16,150.5,252.8496,98.1,217.9,0.0,0.19,0.56,0.25,0.31,0.8922,13.9355,0
1603.0,42.0,70,51.5,180.9499,39.2,104.4,2.7,0.56,0.74,0.04,0.09,0.9503,12.3704,1
1561.0,-42.0,69,75.3,207.1776,44.1,92.4,67.6,0.39,0.7,0.09,0.22,0.8704,9.6006,0
1677.0,-83.0,39,69.8,175.7811,44.3,78.6,0.0,0.31,0.74,0.1,0.1,0.9362,14.2077,0
1760.0,83.0,39,27.5,68.0889,26.3,27.9,0.0,0.59,0.79,0.03,0.13,0.9642,15.5377,1
1972.0,-12.0,38,134.1,227.0601,49.7,164.3,0.0,0.5,0.68,0.13,0.32,0.8421,10.8224,1
1984.0,12.0,37,112.3,240.0322,20.0,142.0,0.0,0.46,0.65,0.14,0.11,0.9441,14.913,1
1704.0,-16.0,131,15.5,91.4766,64.1,5.0,13.7,0.34,0.61,0.02,0.02,0.9725,13.2427,1
1720.0,16.0,131,8.2,22.5109,63.6,4.7,4.0,0.47,0.7,0.0,0.05,0.9781,13.0628,1
1749.0,74.0,29,76.1,191.6076,38.3,96.1,0.0,0.45,0.72,0.07,0.28,0.9593,15.1366,0
1675.0,-74.0,29,30.7,55.7726,41.7,25.8,0.0,0.52,0.83,0.03,0.1,0.9599,14.7577,1
1455.0,75.0,38,53.4,76.4307,43.6,56.9,0.0,0.37,0.68,0.05,0.26,0.8995,11.4004,0
1380.0,-75.0,38,20.0,33.244,43.1,12.9,0.0,0.58,0.76,0.0,0.16,0.9618,15.1257,1
1995.0,-6.0,62,48.7,133.2238,58.6,22.9,79.5,0.34,0.66,0.05,0.15,0.9655,12.0852,0
2001.0,6.0,62,30.1,126.7374,14.9,18.3,51.3,0.45,0.74,0.02,0.05,0.9573,14.2758,1
1105.0,-48.0,23,96.2,213.5153,37.4,141.4,0.0,0.26,0.61,0.13,0.26,0.9582,15.4209,0
1153.0,48.0,23,42.6,57.7092,66.0,27.5,0.0,0.57,0.7,0.04,0.17,0.9572,15.3062,1
1516.0,-19.0,41,31.8,46.6959,27.9,34.2,0.0,0.54,0.73,0.02,0.22,0.9693,14.1712,1
1535.0,19.0,40,55.0,75.4659,24.8,65.9,0.0,0.4,0.65,0.05,0.3,0.9419,12.7435,0
1791.0,4.0,31,22.8,31.5222,20.9,23.7,0.0,0.42,0.77,0.0,0.1,0.9658,15.9511,1
1787.0,-4.0,30,77.8,188.4032,21.2,102.0,0.0,0.27,0.6,0.07,0.17,0.9596,14.5554,1
1977.0,5.0,69,58.0,141.4164,51.5,38.2,80.7,0.33,0.7,0.09,0.12,0.9079,10.7868,0
1972.0,-5.0,69,25.8,80.5192,37.2,20.3,27.8,0.52,0.87,0.01,0.09,0.9373,13.162,1
1994.0,3.0,36,45.0,66.9356,38.9,47.4,0.0,0.33,0.61,0.06,0.25,0.9107,14.0955,0
1991.0,-3.0,36,16.6,27.4356,39.8,8.8,0.0,0.67,0.86,0.0,0.14,0.9632,14.4736,1
1911.0,-54.0,53,55.2,103.4839,18.5,43.5,110.6,0.42,0.66,0.06,0.25,0.9537,12.3339,0
1965.0,54.0,53,29.5,69.3327,18.1,14.6,68.8,0.62,0.81,0.04,0.13,0.9605,14.0243,1
1864.0,-5.0,61,70.8,186.7985,28.2,59.2,107.5,0.48,0.82,0.05,0.18,0.9214,11.7142,1
1869.0,5.0,61,46.7,135.7531,28.6,34.7,70.4,0.43,0.69,0.03,0.2,0.9683,14.018,0
1352.0,-5.0,58,49.7,80.0399,25.6,35.7,86.4,0.47,0.67,0.07,0.16,0.9557,14.3593,0
1357.0,5.0,58,49.2,84.6502,13.6,42.7,76.3,0.48,0.78,0.1,0.12,0.9471,11.7735,1
1945.0,-70.0,46,41.5,87.5338,15.8,25.8,162.5,0.67,0.85,0.09,0.04,0.9679,14.105,0
2015.0,70.0,45,44.4,109.2028,8.2,26.4,189.0,0.49,0.71,0.11,0.0,0.9482,13.1023,0
1950.0,-198.0,39,79.2,145.5328,154.9,53.1,0.0,0.38,0.69,0.13,0.15,0.942,15.2359,0
2148.0,198.0,38,123.0,245.5358,219.0,93.2,0.0,0.32,0.63,0.21,0.08,0.9263,13.9872,0
1476.0,-20.0,27,73.1,193.4917,43.6,90.5,0.0,0.33,0.78,0.07,0.26,0.9221,14.2587,0
1496.0,20.0,26,144.7,265.9007,44.8,197.6,0.0,0.19,0.46,0.19,0.27,0.9546,14.2559,0
1388.0,-53.0,17,18.2,28.8,22.4,12.3,0.0,0.59,0.88,0.0,0.12,0.9395,14.0928,0
1441.0,53.0,16,118.8,252.7733,69.8,181.7,0.0,0.31,0.5,0.19,0.19,0.873,12.4406,1
1805.0,55.0,26,69.2,194.7454,19.0,100.6,0.0,0.31,0.62,0.04,0.19,0.9165,14.346,0
1750.0,-55.0,26,12.4,26.5633,8.8,14.3,0.0,0.65,0.96,0.0,0.04,0.9548,14.856,1
1933.0,-50.0,33,75.9,178.7925,16.5,101.8,0.0,0.15,0.48,0.06,0.27,0.9446,14.2902,0
1983.0,50.0,33,14.4,22.6758,4.9,18.0,0.0,0.73,0.79,0.0,0.06,0.9609,15.4626,1
1324.0,113.0,41,40.5,58.5791,26.8,46.4,0.0,0.46,0.73,0.05,0.2,0.9748,14.827,1
1211.0,-113.0,40,74.9,167.1296,23.7,59.4,1000.0,0.38,0.6,0.1,0.23,0.9651,14.0442,0
1972.0,24.0,46,37.8,75.2983,14.7,43.7,46.5,0.52,0.74,0.04,0.15,0.9651,14.755,1
1948.0,-24.0,45,68.0,171.3792,14.8,43.8,268.8,0.31,0.64,0.09,0.07,0.9657,15.1516,1
1494.0,-25.0,66,44.3,81.3374,47.0,62.3,22.4,0.41,0.76,0.08,0.17,0.9709,14.4662,0
1519.0,25.0,65,73.8,157.6676,53.2,65.9,90.1,0.42,0.68,0.06,0.26,0.9548,12.8126,1
1381.0,101.0,67,62.5,115.1757,21.0,62.4,78.1,0.45,0.75,0.1,0.19,0.9481,13.0868,0
1280.0,-101.0,67,63.4,123.2951,51.9,51.1,80.4,0.46,0.73,0.1,0.18,0.9668,12.0196,1
1975.0,59.0,68,34.3,45.2011,21.3,32.9,40.5,0.38,0.69,0.01,0.22,0.9517,12.6409,0
1916.0,-59.0,68,34.1,123.9039,30.9,24.0,45.5,0.51,0.74,0.01,0.15,0.9614,13.5624,1
1493.0,-7.0,20,16.4,20.9269,18.9,13.9,0.0,0.55,0.75,0.0,0.15,0.9612,15.4187,1
1500.0,7.0,19,86.5,226.0512,16.3,149.6,0.0,0.26,0.42,0.05,0.26,0.9563,15.0648,0
1939.0,-13.0,49,58.6,150.0633,88.4,31.3,116.7,0.31,0.65,0.06,0.27,0.9184,12.0776,0
1952.0,13.0,49,15.1,30.1385,32.9,14.7,0.1,0.43,0.82,0.0,0.02,0.9628,13.8427,1
1545.0,-251.0,24,98.8,207.5789,55.0,130.1,0.0,0.25,0.71,0.17,0.21,0.9557,14.3121,0
1796.0,251.0,24,35.5,65.6625,62.0,19.7,0.0,0.46,0.75,0.04,0.12,0.9624,16.1072,1
1128.0,-12.0,21,16.0,22.879,14.4,17.5,0.0,0.48,0.57,0.0,0.1,0.9567,15.1279,0
1140.0,12.0,20,87.7,227.1585,20.6,142.5,0.0,0.3,0.65,0.1,0.1,0.9521,14.7495,1
1708.0,-12.0,42,65.0,159.0229,32.9,46.6,501.0,0.29,0.74,0.05,0.21,0.9596,14.3897,0
1720.0,12.0,42,24.5,39.4358,37.1,23.2,0.0,0.48,0.74,0.02,0.14,0.9662,15.6875,1
1813.0,-12.0,87,144.0,315.7531,18.2,30.3,243.4,0.49,0.77,0.15,0.16,0.9614,12.0979,1
1825.0,12.0,86,155.4,317.4241,68.4,33.1,250.1,0.37,0.66,0.16,0.13,0.9562,12.7137,0
1263.0,-105.0,56,34.9,86.1819,93.5,25.0,17.1,0.54,0.77,0.04,0.14,0.9623,14.407,1
1368.0,105.0,55,103.6,236.2519,27.2,74.1,201.9,0.33,0.71,0.11,0.2,0.9262,10.2989,0
1704.0,-39.0,50,70.1,170.7954,56.1,60.3,113.6,0.54,0.74,0.06,0.24,0.8898,11.8352,1
1743.0,39.0,50,30.3,50.2006,47.3,31.1,14.2,0.42,0.68,0.02,0.12,0.9319,13.7557,0
1897.0,52.0,29,85.9,187.2799,52.6,103.4,0.0,0.34,0.62,0.07,0.34,0.9161,13.5277,0
1845.0,-52.0,29,31.1,42.6504,60.3,18.0,0.0,0.69,0.86,0.0,0.28,0.9564,15.2699,1
1887.0,-54.0,38,18.4,33.7524,34.7,12.6,0.0,0.55,0.82,0.0,0.11,0.9583,15.293,1
1941.0,54.0,37,72.1,164.3332,66.1,74.1,0.0,0.3,0.57,0.03,0.38,0.9572,14.2758,0
1602.0,-6.0,49,59.7,75.2844,23.0,60.9,96.2,0.33,0.55,0.08,0.27,0.9639,13.8819,0
1608.0,6.0,49,62.1,131.9557,15.0,66.6,91.0,0.55,0.8,0.08,0.12,0.9691,13.4486,1
2015.0,197.0,53,49.0,146.1724,6.1,39.3,104.5,0.51,0.77,0.04,0.13,0.9398,12.5591,0
1818.0,-197.0,53,15.3,44.0971,10.2,22.4,3.4,0.53,0.85,0.02,0.02,0.9431,13.4506,1
1917.0,-34.0,59,26.0,51.7257,8.7,42.5,9.2,0.53,0.88,0.03,0.14,0.9446,11.7666,0
1951.0,34.0,59,22.9,50.64,23.7,37.8,0.3,0.47,0.8,0.02,0.14,0.9354,13.2654,1
1640.0,-8.0,24,88.6,200.2874,64.9,105.5,0.0,0.17,0.46,0.08,0.38,0.9658,14.9181,0
1648.0,8.0,24,19.0,27.1405,31.8,11.3,0.0,0.62,0.79,0.0,0.21,0.9625,15.5277,1
1278.0,-5.0,45,68.7,206.7894,29.2,93.3,0.4,0.31,0.71,0.04,0.22,0.9466,15.2059,0
1283.0,5.0,44,62.0,162.8377,32.8,81.0,0.4,0.41,0.73,0.07,0.18,0.8827,12.4601,1
1878.0,27.0,50,50.2,95.3146,76.7,58.0,0.6,0.46,0.74,0.08,0.12,0.9612,13.9316,1
1851.0,-27.0,49,86.7,179.2454,110.6,74.9,100.3,0.45,0.67,0.12,0.22,0.8551,11.2414,0
1815.0,33.0,65,52.1,159.9917,21.4,42.4,75.9,0.57,0.74,0.08,0.08,0.966,14.4652,1
1782.0,-33.0,64,85.5,203.6999,23.2,59.1,139.5,0.39,0.69,0.12,0.11,0.8303,10.1773,0
1358.0,-66.0,64,63.5,136.4011,44.3,44.3,95.5,0.41,0.69,0.08,0.27,0.9499,11.5859,0
1424.0,66.0,64,52.8,133.1879,36.0,33.7,81.7,0.41,0.67,0.05,0.2,0.9588,13.7192,0
1947.0,17.0,66,85.2,211.9025,31.4,38.9,159.2,0.44,0.73,0.09,0.17,0.9459,11.2373,1
1930.0,-17.0,66,47.2,172.4205,24.9,19.6,85.3,0.42,0.71,0.03,0.11,0.9652,14.189,1
1785.0,29.0,21,69.4,221.0499,41.7,94.6,0.0,0.62,0.81,0.1,0.05,0.9519,15.1274,1
1756.0,-29.0,21,23.2,30.612,19.2,26.2,0.0,0.52,0.71,0.0,0.19,0.9628,15.1085,0
1917.0,-7.0,44,85.3,184.3872,8.2,73.2,369.2,0.43,0.66,0.16,0.07,0.9663,14.4231,0
1924.0,7.0,43,87.0,177.709,24.2,68.8,364.8,0.37,0.77,0.12,0.21,0.9622,13.0007,0
1619.0,8.0,60,43.6,130.9894,21.0,32.9,71.0,0.4,0.73,0.02,0.18,0.9233,11.2546,0
1611.0,-8.0,60,28.6,133.259,12.4,17.6,51.3,0.55,0.78,0.03,0.03,0.9451,12.8335,1
1808.0,15.0,19,11.4,18.73,11.2,11.7,0.0,0.63,0.95,0.0,0.11,0.963,14.424,1
1793.0,-15.0,18,123.6,248.1127,39.1,208.0,0.0,0.44,0.56,0.17,0.22,0.8397,12.3576,0
1809.0,22.0,46,52.5,65.0233,49.3,63.9,0.8,0.33,0.7,0.07,0.28,0.9242,12.506,0
1787.0,-22.0,46,31.8,54.1444,40.2,36.7,0.3,0.54,0.74,0.04,0.2,0.9727,14.9646,1
1808.0,-10.0,43,67.6,155.9369,21.6,89.6,0.3,0.28,0.58,0.05,0.3,0.93,13.0328,0
1818.0,10.0,43,24.0,46.3832,8.4,31.9,0.2,0.51,0.72,0.02,0.14,0.9667,15.7056,1
1684.0,29.0,28,62.2,189.3827,31.4,79.3,0.0,0.46,0.68,0.07,0.18,0.9289,13.7613,1
1655.0,-29.0,28,25.8,29.8275,18.6,29.2,0.0,0.36,0.79,0.0,0.21,0.9515,14.6488,0
1912.0,-1.0,52,77.1,178.8294,21.3,26.3,250.3,0.38,0.73,0.1,0.1,0.9532,13.9999,1
1913.0,1.0,51,111.7,232.8934,52.3,35.7,346.3,0.33,0.61,0.14,0.16,0.963,11.3956,1
1697.0,18.0,35,31.3,52.4986,50.8,23.5,0.0,0.54,0.74,0.03,0.14,0.9716,15.1213,1
1679.0,-18.0,34,70.1,173.2978,41.2,80.6,0.0,0.29,0.56,0.06,0.26,0.9307,14.5712,1
1813.0,2.0,47,53.3,145.8976,34.7,33.9,163.4,0.32,0.64,0.02,0.21,0.8998,11.4783,0
1811.0,-2.0,47,11.2,18.6613,33.6,6.2,4.6,0.64,0.85,0.0,0.04,0.9388,13.741,1
1457.0,10.0,52,125.6,293.5502,67.5,28.3,417.2,0.35,0.62,0.15,0.1,0.972,15.3339,0
1447.0,-10.0,51,140.5,296.6383,56.6,88.3,333.9,0.43,0.65,0.16,0.22,0.8297,10.554,0
1932.0,64.0,28,56.6,187.2446,25.9,73.7,0.0,0.43,0.57,0.04,0.11,0.9286,14.3227,0
1868.0,-64.0,28,13.1,16.7795,16.2,11.6,0.0,0.64,0.89,0.0,0.04,0.9624,14.7302,1
1896.0,-3.0,56,33.6,59.9481,39.6,31.8,33.1,0.46,0.73,0.07,0.12,0.9531,13.997,1
1899.0,3.0,56,32.6,51.924,29.9,38.9,22.8,0.46,0.75,0.02,0.21,0.9564,12.7649,0
1802.0,17.0,29,20.2,46.0412,8.6,26.3,0.0,0.59,0.86,0.03,0.03,0.9657,14.7867,1
1785.0,-17.0,28,73.3,197.5237,7.6,104.4,0.0,0.5,0.64,0.07,0.18,0.9221,14.5112,0
1952.0,48.0,43,30.8,65.618,14.6,39.3,0.0,0.44,0.72,0.02,0.09,0.9688,15.1974,1
1904.0,-48.0,42,67.6,169.0053,8.3,92.1,0.7,0.45,0.69,0.1,0.17,0.9362,13.197,0
1900.0,4.0,62,105.2,261.2022,47.6,35.2,226.7,0.37,0.74,0.08,0.16,0.9502,10.3186,0
1896.0,-4.0,62,28.5,62.6572,25.1,36.6,19.2,0.44,0.74,0.03,0.13,0.9626,13.816,1
1538.0,17.0,55,17.3,29.0554,53.9,10.4,6.7,0.49,0.82,0.0,0.11,0.963,14.0981,1
1521.0,-17.0,54,44.4,145.9779,49.4,22.6,85.0,0.52,0.67,0.04,0.09,0.9412,12.7377,0
1882.0,-58.0,50,63.5,147.8335,68.0,29.5,161.0,0.38,0.64,0.06,0.22,0.9272,12.5519,0
1940.0,58.0,50,29.5,46.4016,41.1,23.3,37.0,0.5,0.8,0.0,0.22,0.9629,13.5753,0
1791.0,0.0,25,68.4,197.5234,25.4,97.1,0.0,0.56,0.72,0.04,0.28,0.9618,15.5059,0
1791.0,0.0,25,36.5,75.0273,13.2,49.6,0.0,0.4,0.76,0.04,0.08,0.9603,15.2212,1
1722.0,3.0,50,83.0,156.6952,36.0,34.6,274.9,0.54,0.8,0.12,0.2,0.9436,12.9195,0
1719.0,-3.0,49,82.9,168.5051,30.9,28.8,291.9,0.41,0.65,0.1,0.18,0.9583,13.055,0
1440.0,-1.0,31,18.0,20.3396,25.5,14.4,0.0,0.58,0.81,0.0,0.06,0.9628,15.6687,1
1441.0,1.0,30,73.5,185.1402,22.1,95.5,0.0,0.23,0.47,0.07,0.2,0.9613,13.8315,1
1904.0,-36.0,29,35.3,75.3564,25.6,40.5,0.0,0.55,0.76,0.03,0.21,0.965,14.5992,0
1940.0,36.0,28,72.2,197.678,7.4,102.8,0.0,0.46,0.82,0.07,0.18,0.924,13.9262,0
1550.0,50.0,58,37.7,74.3705,72.1,39.7,15.1,0.43,0.64,0.03,0.14,0.9579,13.8255,0
1500.0,-50.0,57,91.7,196.1669,81.6,60.0,149.5,0.33,0.61,0.14,0.19,0.9208,11.8904,1
1830.0,15.0,31,26.2,40.251,30.0,24.3,0.0,0.55,0.81,0.0,0.23,0.9602,15.4281,0
1815.0,-15.0,30,79.5,190.2878,33.1,99.3,0.0,0.4,0.67,0.1,0.27,0.9618,14.1214,1
1478.0,54.0,39,64.7,96.8707,27.8,77.5,0.0,0.49,0.77,0.13,0.21,0.8316,11.7962,0
1424.0,-54.0,39,60.3,91.0238,23.0,71.5,0.0,0.51,0.67,0.13,0.21,0.9602,14.5524,0
1641.0,9.0,22,114.0,241.4649,38.3,177.2,0.0,0.36,0.55,0.14,0.14,0.8128,11.936,0
1632.0,-9.0,22,12.1,16.5826,21.1,5.9,0.0,0.55,0.95,0.0,0.0,0.9531,15.3554,1
1581.0,-176.0,46,90.9,218.9423,34.6,66.5,306.5,0.57,0.76,0.09,0.22,0.7739,12.5244,1
1757.0,176.0,46,95.3,240.8698,20.9,40.6,425.0,0.35,0.65,0.07,0.28,0.965,14.1457,0
1656.0,169.0,52,20.8,28.678,31.6,19.9,13.9,0.54,0.71,0.0,0.15,0.9605,12.7736,1
1487.0,-169.0,51,21.2,43.7536,11.6,23.7,22.1,0.47,0.78,0.02,0.06,0.9365,13.5312,1
1556.0,-341.0,73,94.3,244.0506,30.3,26.5,175.3,0.49,0.78,0.11,0.12,0.9549,11.2147,1
1897.0,341.0,73,69.4,202.8935,21.9,38.9,108.8,0.37,0.66,0.05,0.12,0.967,13.9614,0
1588.0,-13.0,57,40.4,87.2629,35.0,22.5,75.0,0.51,0.84,0.07,0.12,0.9636,13.0355,1
1601.0,13.0,56,39.8,100.1913,33.3,22.1,74.3,0.57,0.77,0.07,0.09,0.9415,12.457,0
1613.0,11.0,58,36.4,76.5018,30.7,46.3,23.2,0.53,0.72,0.02,0.22,0.8972,11.4846,0
1602.0,-11.0,58,15.3,59.2245,16.7,23.7,1.3,0.52,0.81,0.02,0.02,0.943,12.9713,1
2231.0,246.0,33,46.5,76.6466,30.7,53.3,0.0,0.36,0.7,0.09,0.15,0.928,12.0572,0
1985.0,-246.0,33,9.6,15.7044,22.9,4.6,0.0,0.67,0.91,0.0,0.06,0.9611,15.8297,1
1663.0,-61.0,42,71.3,115.2773,25.9,59.9,470.0,0.45,0.69,0.14,0.21,0.9686,12.1436,1
1724.0,61.0,42,73.9,136.5722,21.2,52.1,449.7,0.36,0.69,0.14,0.12,0.9579,14.6434,0
1948.0,12.0,83,46.3,124.3396,26.1,41.0,54.7,0.36,0.59,0.05,0.16,0.9747,14.6437,0
1936.0,-12.0,82,54.0,160.932,16.7,61.0,57.0,0.46,0.8,0.06,0.16,0.9181,10.2558,1
1651.0,-83.0,61,50.5,134.0199,14.2,41.6,80.6,0.38,0.7,0.05,0.18,0.9719,13.7376,0
1734.0,83.0,61,34.7,83.2787,6.0,30.5,52.1,0.52,0.79,0.05,0.13,0.9631,13.5723,1
1896.0,-11.0,11,124.7,296.5971,137.2,0.0,0.0,0.45,0.73,0.18,0.09,0.9681,10.9069,0
1907.0,11.0,11,28.0,50.5964,34.2,0.0,0.0,0.55,0.82,0.0,0.18,0.9597,15.334,0
1717.0,-61.0,41,77.6,187.7465,45.6,90.8,0.0,0.41,0.63,0.07,0.27,0.9288,13.0143,1
1778.0,61.0,41,45.7,155.8242,26.6,54.4,0.0,0.44,0.8,0.02,0.12,0.9566,13.9221,0
1105.0,-48.0,23,101.3,216.2258,51.4,139.8,0.0,0.35,0.61,0.13,0.26,0.9582,15.4209,0
1153.0,48.0,23,46.6,81.107,61.1,37.2,0.0,0.52,0.74,0.04,0.22,0.9572,15.3062,1
1768.0,-38.0,24,69.3,132.7776,20.5,104.2,0.0,0.33,0.58,0.12,0.12,0.959,15.1137,1
1806.0,38.0,24,19.4,30.5926,27.6,14.5,0.0,0.42,0.75,0.0,0.17,0.9235,14.6854,1
1601.0,-114.0,68,21.0,37.6413,56.7,10.7,19.3,0.46,0.78,0.01,0.12,0.9648,15.2478,1
1715.0,114.0,67,28.7,51.5641,31.9,17.8,39.3,0.54,0.81,0.03,0.12,0.9265,13.317,1
1773.0,-29.0,67,12.2,24.4145,28.4,11.5,7.0,0.54,0.72,0.0,0.03,0.9545,14.8572,1
1802.0,29.0,66,61.1,175.6137,21.3,30.2,108.7,0.32,0.73,0.05,0.15,0.9531,11.6748,1
1572.0,86.0,41,90.4,159.3792,33.9,96.5,472.0,0.37,0.66,0.15,0.12,0.9559,14.5339,0
1486.0,-86.0,40,92.5,154.1779,22.1,101.3,460.0,0.4,0.7,0.15,0.23,0.9382,14.884,0
1721.0,-113.0,45,37.6,41.3369,45.0,41.4,0.0,0.27,0.6,0.0,0.33,0.9644,15.9783,1
1834.0,113.0,44,60.4,87.2554,83.6,63.3,1.4,0.36,0.61,0.02,0.41,0.9638,14.5506,1
1989.0,41.0,58,45.8,95.9027,30.4,37.8,67.8,0.47,0.71,0.03,0.22,0.9135,11.1379,0
1948.0,-41.0,58,48.0,141.6198,34.4,45.1,59.1,0.53,0.76,0.05,0.14,0.936,12.5736,0
1462.0,74.0,54,60.7,152.5106,37.3,42.4,116.7,0.43,0.78,0.07,0.19,0.961,11.9053,0
